job_id,prompt_version,field,jaccard,token_f1
JOB_0009,P3,hard_skills,1.0,1.0
JOB_0009,P3,soft_skills,1.0,1.0
JOB_0009,P3,ai_tech_stack,1.0,1.0
JOB_0003,P3,hard_skills,1.0,1.0
JOB_0003,P3,soft_skills,1.0,1.0
JOB_0003,P3,ai_tech_stack,1.0,1.0
JOB_0188,P3,hard_skills,0.118644,0.212121
JOB_0188,P3,soft_skills,0.0,0.0
JOB_0188,P3,ai_tech_stack,0.257143,0.409091
JOB_0192,P3,hard_skills,0.166667,0.285714
JOB_0192,P3,soft_skills,0.0,0.0
JOB_0192,P3,ai_tech_stack,0.375,0.545455
JOB_0186,P3,hard_skills,0.12069,0.215385
JOB_0186,P3,soft_skills,0.0,0.0
JOB_0186,P3,ai_tech_stack,0.605263,0.754098
JOB_0147,P3,hard_skills,0.40625,0.577778
JOB_0147,P3,soft_skills,0.666667,0.8
JOB_0147,P3,ai_tech_stack,1.0,1.0
JOB_0145,P3,hard_skills,0.296296,0.457143
JOB_0145,P3,soft_skills,0.0,0.0
JOB_0145,P3,ai_tech_stack,1.0,1.0
JOB_0144,P3,hard_skills,0.645833,0.78481
JOB_0144,P3,soft_skills,0.692308,0.818182
JOB_0144,P3,ai_tech_stack,0.666667,0.8
