node_id,node_type,label,evidence
keyword:数字人民币,keyword,数字人民币,ai_fintech_keywords.csv
keyword:模型部署,keyword,模型部署,ai_fintech_keywords.csv
keyword:大语言模型,keyword,大语言模型,ai_fintech_keywords.csv
keyword:模型可解释性,keyword,模型可解释性,ai_fintech_keywords.csv
keyword:模型治理,keyword,模型治理,ai_fintech_keywords.csv
keyword:模型训练,keyword,模型训练,ai_fintech_keywords.csv
keyword:语音识别,keyword,语音识别,ai_fintech_keywords.csv
keyword:语音合成,keyword,语音合成,ai_fintech_keywords.csv
keyword:信创,keyword,信创,ai_fintech_keywords.csv
keyword:决策引擎,keyword,决策引擎,ai_fintech_keywords.csv
product_page:600570.SH,product_page,恒生电子,https://www.hundsun.com/
product_page:300033.SZ,product_page,同花顺智能科技,https://www.thsyun.com/#/service/CustomerServiceBot
product_page:300059.SZ,product_page,产品业务_东方财富网,https://about.eastmoney.com/about/product
product_page:600446.SH,product_page,金证股份--国内领军的金融科技全领域服务商,https://www.szkingdom.com/product/31
product_page:300377.SZ,product_page,http://www.ysstech.com/solutions/financial-tech,http://www.ysstech.com/solutions/financial-tech
product_page:300674.SZ,product_page,宇信科技-中国银行业IT解决方案市场中领军企业之一,https://www.yusys.com.cn/
product_page:000555.SZ,product_page,产品与解决方案 - 神州信息官网-成为领先的金融数智化转型合作伙伴,https://www.dcits.com/product-and-solution/
product_page:300348.SZ,product_page,产品服务,https://www.sunline.cn/products.html
product_page:300872.SZ,product_page,金融科技产品-天阳科技,https://www.tansun.com.cn/product/222
product_page:300663.SZ,product_page,北京科蓝软件系统股份有限公司,https://www.csii.com.cn/proSolu.html
product_page:002987.SZ,product_page,京北方,https://www.northking.net/page/cp/cp-3.html
product_page:603927.SH,product_page,财产保险_中科软科技,https://www.sinosoft.com.cn/customer/ccbx/
product_page:688590.SH,product_page,https://www.newtouch.com/#/solution?id=0,https://www.newtouch.com/
product_page:002230.SZ,product_page,http://fintech.iflytek.com/solution/18.html,http://fintech.iflytek.com/solution/18.html
product_page:300229.SZ,product_page,https://www.trs.com.cn/,https://www.trs.com.cn/
product_line:600570.SH:LightGPT与WarrenQ智能投研平台,stage1_product_line_claim,LightGPT与WarrenQ智能投研平台,第一部分1修改-2.docx 第4.1节
technical_category:大模型与语言技术,technical_category,大模型与语言技术,stage1_product_line_technical_categories.csv
product_line:300033.SZ:问财金融大模型与同创智能体平台,stage1_product_line_claim,问财金融大模型与同创智能体平台,第一部分1修改-2.docx 第4.1节
product_line:300059.SZ:妙想金融大模型与妙想投研助理,stage1_product_line_claim,妙想金融大模型与妙想投研助理,第一部分1修改-2.docx 第4.1节
product_line:600446.SH:K-GPT与AI-KOCA平台,stage1_product_line_claim,K-GPT与AI-KOCA平台,第一部分1修改-2.docx 第4.1节
product_line:300377.SZ:AI-Agent专业服务器,stage1_product_line_claim,AI-Agent专业服务器,第一部分1修改-2.docx 第4.1节
technical_category:人工智能基础,technical_category,人工智能基础,stage1_product_line_technical_categories.csv
product_line:300674.SZ:星睿智调信贷AI智能体与ChatBI,stage1_product_line_claim,星睿智调信贷AI智能体与ChatBI,第一部分1修改-2.docx 第4.1节
product_line:000555.SZ:企业级智能体中台与Skillbase Agent OS,stage1_product_line_claim,企业级智能体中台与Skillbase Agent OS,第一部分1修改-2.docx 第4.1节
product_line:300348.SZ:分布式AI核心系统,stage1_product_line_claim,分布式AI核心系统,第一部分1修改-2.docx 第4.1节
product_line:300872.SZ:天策/天元金融大模型,stage1_product_line_claim,天策/天元金融大模型,第一部分1修改-2.docx 第4.1节
product_line:300663.SZ:魔聚企业级智能体底座,stage1_product_line_claim,魔聚企业级智能体底座,第一部分1修改-2.docx 第4.1节
product_line:002987.SZ:金融知识智能体与数字员工,stage1_product_line_claim,金融知识智能体与数字员工,第一部分1修改-2.docx 第4.1节
product_line:603927.SH:中科文澜大模型与AI+云原生寿险核心系统,stage1_product_line_claim,中科文澜大模型与AI+云原生寿险核心系统,第一部分1修改-2.docx 第4.1节
product_line:688590.SH:新知大模型与AI一体机,stage1_product_line_claim,新知大模型与AI一体机,第一部分1修改-2.docx 第4.1节
product_line:002230.SZ:星火大模型金融解决方案,stage1_product_line_claim,星火大模型金融解决方案,第一部分1修改-2.docx 第4.1节
product_line:300229.SZ:拓天金融大模型,stage1_product_line_claim,拓天金融大模型,第一部分1修改-2.docx 第4.1节
product_screenshot_page:002987.SZ:1,product_screenshot_page,官网截图 p1：盘庚测试平台类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图1.jpeg
product_screenshot_page:002987.SZ:10,product_screenshot_page,官网截图 p10：风险及合规管理类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图10.jpeg
product_screenshot_page:002987.SZ:11,product_screenshot_page,官网截图 p11：数字化管理及创新服务类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图11.jpeg
product_screenshot_page:002987.SZ:12,product_screenshot_page,官网截图 p12：咨询服务,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图12.jpeg
product_screenshot_page:002987.SZ:13,product_screenshot_page,官网截图 p13：软件开发服务,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图13.jpeg
product_screenshot_page:002987.SZ:14,product_screenshot_page,官网截图 p14：软件测试服务,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图14.jpeg
product_screenshot_page:002987.SZ:15,product_screenshot_page,官网截图 p15：IT 运维服务,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图15.jpeg
product_screenshot_page:002987.SZ:16,product_screenshot_page,官网截图 p16：数字化运营服务,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图16.jpeg
product_screenshot_page:002987.SZ:17,product_screenshot_page,官网截图 p17：智慧营销及客户服务,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图17.jpeg
product_screenshot_page:002987.SZ:2,product_screenshot_page,官网截图 p2：影像及流程管理类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图2.jpeg
product_screenshot_page:002987.SZ:3,product_screenshot_page,官网截图 p3：大数据类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图3.jpeg
product_screenshot_page:002987.SZ:4,product_screenshot_page,官网截图 p4：AI 人工智能类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图4.jpeg
product_screenshot_page:002987.SZ:5,product_screenshot_page,官网截图 p5：基础技术平台类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图5.jpeg
product_screenshot_page:002987.SZ:6,product_screenshot_page,官网截图 p6：运营类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图6.jpeg
product_screenshot_page:002987.SZ:7,product_screenshot_page,官网截图 p7：渠道类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图7.jpeg
product_screenshot_page:002987.SZ:8,product_screenshot_page,官网截图 p8：资产管理及同业类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图8.jpeg
product_screenshot_page:002987.SZ:9,product_screenshot_page,官网截图 p9：供应链金融及信贷类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图9.jpeg
product_screenshot_page:300663.SZ:1,product_screenshot_page,官网截图 p1：科蓝软件产品与解决方案,data/raw/product_page_screenshots/300663.SZ/10.科蓝软件-截图.jpeg
product_screenshot_page:300872.SZ:1,product_screenshot_page,官网截图 p1：金融科技产品,data/raw/product_page_screenshots/300872.SZ/9.天阳科技-截图1.jpeg
product_screenshot_page:300872.SZ:2,product_screenshot_page,官网截图 p2：金融 IT 服务,data/raw/product_page_screenshots/300872.SZ/9.天阳科技-截图2.jpeg
product_screenshot_page:300872.SZ:3,product_screenshot_page,官网截图 p3：云计算,data/raw/product_page_screenshots/300872.SZ/9.天阳科技-截图3.jpeg
product_screenshot_page:300872.SZ:4,product_screenshot_page,官网截图 p4：运营服务,data/raw/product_page_screenshots/300872.SZ/9.天阳科技-截图4.jpeg
product_screenshot_page:300872.SZ:5,product_screenshot_page,官网截图 p5：咨询服务,data/raw/product_page_screenshots/300872.SZ/9.天阳科技-截图5.jpeg
product_screenshot_page:603927.SH:1,product_screenshot_page,官网截图 p1：财产保险,data/raw/product_page_screenshots/603927.SH/12.中科软-截图1.jpeg
product_screenshot_page:603927.SH:10,product_screenshot_page,官网截图 p10：交通领域,data/raw/product_page_screenshots/603927.SH/12.中科软-截图10.jpeg
product_screenshot_page:603927.SH:11,product_screenshot_page,官网截图 p11：民航领域,data/raw/product_page_screenshots/603927.SH/12.中科软-截图11.jpeg
product_screenshot_page:603927.SH:12,product_screenshot_page,官网截图 p12：纪检监察,data/raw/product_page_screenshots/603927.SH/12.中科软-截图12.jpeg
product_screenshot_page:603927.SH:13,product_screenshot_page,官网截图 p13：组工行业,data/raw/product_page_screenshots/603927.SH/12.中科软-截图13.jpeg
product_screenshot_page:603927.SH:14,product_screenshot_page,官网截图 p14：企业信息化,data/raw/product_page_screenshots/603927.SH/12.中科软-截图14.jpeg
product_screenshot_page:603927.SH:2,product_screenshot_page,官网截图 p2：人寿保险,data/raw/product_page_screenshots/603927.SH/12.中科软-截图2.jpeg
product_screenshot_page:603927.SH:3,product_screenshot_page,官网截图 p3：健康医疗,data/raw/product_page_screenshots/603927.SH/12.中科软-截图3.jpeg
product_screenshot_page:603927.SH:4,product_screenshot_page,官网截图 p4：政府领域,data/raw/product_page_screenshots/603927.SH/12.中科软-截图4.jpeg
product_screenshot_page:603927.SH:5,product_screenshot_page,官网截图 p5：金融领域,data/raw/product_page_screenshots/603927.SH/12.中科软-截图5.jpeg
product_screenshot_page:603927.SH:6,product_screenshot_page,官网截图 p6：媒体领域,data/raw/product_page_screenshots/603927.SH/12.中科软-截图6.jpeg
product_screenshot_page:603927.SH:7,product_screenshot_page,官网截图 p7：能源领域,data/raw/product_page_screenshots/603927.SH/12.中科软-截图7.jpeg
product_screenshot_page:603927.SH:8,product_screenshot_page,官网截图 p8：邮政领域,data/raw/product_page_screenshots/603927.SH/12.中科软-截图8.jpeg
product_screenshot_page:603927.SH:9,product_screenshot_page,官网截图 p9：呼叫中心,data/raw/product_page_screenshots/603927.SH/12.中科软-截图9.jpeg
product_line:002987.SZ:盘庚测试平台类,page_verified_ai_product_entity,盘庚测试平台类,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图1.jpeg
technical_category:工程与基础设施,technical_category,工程与基础设施,screenshot_ai_product_entities.csv
product_line:002987.SZ:数字化协同办公平台,page_verified_ai_product_entity,数字化协同办公平台,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图2.jpeg
technical_category:视觉与智能决策,technical_category,视觉与智能决策,screenshot_ai_product_entities.csv
product_line:002987.SZ:统一影像管理平台,page_verified_ai_product_entity,统一影像管理平台,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图2.jpeg
product_line:002987.SZ:综合档案管理系统,page_verified_ai_product_entity,综合档案管理系统,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图2.jpeg
product_line:002987.SZ:NLP及大模型算法服务平台,page_verified_ai_product_entity,NLP及大模型算法服务平台,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图4.jpeg
product_line:002987.SZ:OCR智能识别服务平台,page_verified_ai_product_entity,OCR智能识别服务平台,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图4.jpeg
product_line:002987.SZ:RPA机器人流程自动化平台,page_verified_ai_product_entity,RPA机器人流程自动化平台,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图4.jpeg
product_line:002987.SZ:企业知识助手,page_verified_ai_product_entity,企业知识助手,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图4.jpeg
product_line:002987.SZ:流程平台,page_verified_ai_product_entity,流程平台,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图5.jpeg
product_line:002987.SZ:事后监督系统,page_verified_ai_product_entity,事后监督系统,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图6.jpeg
product_line:002987.SZ:数字化运营管理平台,page_verified_ai_product_entity,数字化运营管理平台,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图6.jpeg
product_line:002987.SZ:运营风险监控系统,page_verified_ai_product_entity,运营风险监控系统,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图6.jpeg
technical_category:金融业务场景,technical_category,金融业务场景,screenshot_ai_product_entities.csv
product_line:002987.SZ:集约化运营系统（含集中授权）,page_verified_ai_product_entity,集约化运营系统（含集中授权）,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图6.jpeg
product_line:002987.SZ:基金代销系统,page_verified_ai_product_entity,基金代销系统,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图8.jpeg
product_line:002987.SZ:理财销售系统,page_verified_ai_product_entity,理财销售系统,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图8.jpeg
product_line:002987.SZ:资产管理系统,page_verified_ai_product_entity,资产管理系统,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图8.jpeg
product_line:002987.SZ:供应链金融服务平台,page_verified_ai_product_entity,供应链金融服务平台,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图9.jpeg
product_line:002987.SZ:反洗钱监测分析系统,page_verified_ai_product_entity,反洗钱监测分析系统,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图10.jpeg
product_line:300663.SZ:AI原生手机银行,page_verified_ai_product_entity,AI原生手机银行,data/raw/product_page_screenshots/300663.SZ/10.科蓝软件-截图.jpeg
product_line:300663.SZ:Galaxy OCR证件识别,page_verified_ai_product_entity,Galaxy OCR证件识别,data/raw/product_page_screenshots/300663.SZ/10.科蓝软件-截图.jpeg
product_line:300663.SZ:智能高柜数字机器人“小蓝”,page_verified_ai_product_entity,智能高柜数字机器人“小蓝”,data/raw/product_page_screenshots/300663.SZ/10.科蓝软件-截图.jpeg
product_line:603927.SH:人工智能平台,page_verified_ai_product_entity,人工智能平台,data/raw/product_page_screenshots/603927.SH/12.中科软-截图1.jpeg
product_snapshot:600570.SH,product_snapshot,官网文字快照,data/raw/product_page_snapshots/1-4 产品文字版.docx
product_snapshot:300033.SZ,product_snapshot,官网文字快照,data/raw/product_page_snapshots/1-4 产品文字版.docx
product_snapshot:300059.SZ,product_snapshot,官网文字快照,data/raw/product_page_snapshots/1-4 产品文字版.docx
product_snapshot:600446.SH,product_snapshot,官网文字快照,data/raw/product_page_snapshots/1-4 产品文字版.docx
product_snapshot:300377.SZ,product_snapshot,官网文字快照,data/raw/product_page_snapshots/5-8产品全部.docx
product_snapshot:300674.SZ,product_snapshot,官网文字快照,data/raw/product_page_snapshots/5-8产品全部.docx
product_snapshot:000555.SZ,product_snapshot,官网文字快照,data/raw/product_page_snapshots/5-8产品全部.docx
product_snapshot:300348.SZ,product_snapshot,官网文字快照,data/raw/product_page_snapshots/5-8产品全部.docx
product_screenshots:300872.SZ,product_screenshots,官网截图（5张）,data/raw/product_page_screenshots/300872.SZ/9.天阳科技-截图1.jpeg；data/raw/product_page_screenshots/300872.SZ/9.天阳科技-截图2.jpeg；data/raw/product_page_screenshots/300872.SZ/9.天阳科技-截图3.jpeg；data/raw/product_page_screenshots/300872.SZ/9.天阳科技-截图4.jpeg；data/raw/product_page_screenshots/300872.SZ/9.天阳科技-截图5.jpeg
product_screenshots:300663.SZ,product_screenshots,官网截图（1张）,data/raw/product_page_screenshots/300663.SZ/10.科蓝软件-截图.jpeg
product_screenshots:002987.SZ,product_screenshots,官网截图（17张）,data/raw/product_page_screenshots/002987.SZ/11.京北方-截图1.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图2.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图3.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图4.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图5.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图6.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图7.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图8.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图9.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图10.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图11.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图12.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图13.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图14.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图15.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图16.jpeg；data/raw/product_page_screenshots/002987.SZ/11.京北方-截图17.jpeg
product_screenshots:603927.SH,product_screenshots,官网截图（14张）,data/raw/product_page_screenshots/603927.SH/12.中科软-截图1.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图2.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图3.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图4.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图5.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图6.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图7.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图8.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图9.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图10.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图11.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图12.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图13.jpeg；data/raw/product_page_screenshots/603927.SH/12.中科软-截图14.jpeg
product_snapshot:688590.SH,product_snapshot,官网文字快照,data/raw/product_page_snapshots/13-15产品.docx
product_snapshot:002230.SZ,product_snapshot,官网文字快照,data/raw/product_page_snapshots/13-15产品.docx
product_snapshot:300229.SZ,product_snapshot,官网文字快照,data/raw/product_page_snapshots/13-15产品.docx
asset_group:高资产组,asset_size_group,高资产组,company_ai_financial_comparison.csv
asset_group:中资产组,asset_size_group,中资产组,company_ai_financial_comparison.csv
asset_group:低资产组,asset_size_group,低资产组,company_ai_financial_comparison.csv
