company_name,platform,job_title,salary_raw,location_raw,skills_raw,education_raw,experience_raw,ai_tech_stack_raw,source_workbook,source_sheet,source_row,import_date,company_code,job_description_raw,job_id,job_url,publish_time_raw,crawl_date,source_id,dedup_key,company_code_missing,cleaning_note
恒生电子,BOSS直聘,C++开发工程师-经纪业务,18-30K,杭州,硬技能：C/C++、Linux开发/部署、gdb调试工具、多线程/进程编程、内存管理、数据库（事务特性、索引） 软技能：责任心、沟通能力、抗压能力、系统分析和设计能力、技术钻研能力,本科,5-10年,无,招聘信息整理.xlsx,1-4,12,2026-08-13,600570.SH,技能要求：硬技能：C/C++、Linux开发/部署、gdb调试工具、多线程/进程编程、内存管理、数据库（事务特性、索引） 软技能：责任心、沟通能力、抗压能力、系统分析和设计能力、技术钻研能力 学历要求：本科 经验要求：5-10年 AI相关技术栈要求：无,JOB_0011,,,2026-08-13,user_recruitment_workbook,600570.SH|c++开发工程师-经纪业务|杭州|技能要求：硬技能：C/C++、Linux开发/部署、gdb调试工具、多线程/进程编程、内存管理、数据库（事务特性、索引） 软技能：责任心、沟通能力、抗压能力、系统分析和设计能力、技术钻研能力 学历要求：本科 经验要求：5-10年 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,NLP大模型算法专家（总部岗位）,40-70K·15薪,北京,大模型算法、对话系统、机器翻译、机器学习、语义理解、Python、PyTorch/TensorFlow、分布式训练(Deepspeed/FSDP)、Transformer/BERT/GPT、RLHF/LoRA、HuggingFace/vLLM/LangChain,硕士,经验不限,大模型算法（LLM）、PyTorch/TensorFlow、Transformer/BERT/GPT、RLHF/LoRA、HuggingFace/vLLM/LangChain,招聘信息整理.xlsx,1-4,14,2026-08-13,300033.SZ,技能要求：大模型算法、对话系统、机器翻译、机器学习、语义理解、Python、PyTorch/TensorFlow、分布式训练(Deepspeed/FSDP)、Transformer/BERT/GPT、RLHF/LoRA、HuggingFace/vLLM/LangChain 学历要求：硕士 经验要求：经验不限 AI相关技术栈要求：大模型算法（LLM）、PyTorch/TensorFlow、Transformer/BERT/GPT、RLHF/LoRA、HuggingFace/vLLM/LangChain,JOB_0012,,,2026-08-13,user_recruitment_workbook,300033.SZ|nlp大模型算法专家（总部岗位）|北京|技能要求：大模型算法、对话系统、机器翻译、机器学习、语义理解、Python、PyTorch/TensorFlow、分布式训练(Deepspeed/FSDP)、Transformer/BERT/GPT、RLHF/LoRA、HuggingFace/vLLM/LangChain 学历要求：硕士 经验要求：经验不限 AI相关技术栈要求：大模型算法（LLM）、PyTorch/TensorFlow、Transformer/BERT/GPT、RLHF/LoRA、HuggingFace/vLLM/LangChain,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,算法博士（NLP/CV/语音/博士专项）,40-70K·15薪,北京,NLP/CV/语音方向，算法研究能力,博士,经验不限,NLP/CV/语音方向,招聘信息整理.xlsx,1-4,15,2026-08-13,300033.SZ,技能要求：NLP/CV/语音方向，算法研究能力 学历要求：博士 经验要求：经验不限 AI相关技术栈要求：NLP/CV/语音方向,JOB_0013,,,2026-08-13,user_recruitment_workbook,300033.SZ|算法博士（nlp/cv/语音/博士专项）|北京|技能要求：NLP/CV/语音方向，算法研究能力 学历要求：博士 经验要求：经验不限 AI相关技术栈要求：NLP/CV/语音方向,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,大模型算法工程师-AIME计划,50-80K·15薪,北京,大模型算法研发,博士,经验不限,大模型算法,招聘信息整理.xlsx,1-4,16,2026-08-13,300033.SZ,技能要求：大模型算法研发 学历要求：博士 经验要求：经验不限 AI相关技术栈要求：大模型算法,JOB_0014,,,2026-08-13,user_recruitment_workbook,300033.SZ|大模型算法工程师-aime计划|北京|技能要求：大模型算法研发 学历要求：博士 经验要求：经验不限 AI相关技术栈要求：大模型算法,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,大模型推理加速专家,40-70K·15薪,北京,C++/CUDA、GPU算子开发、KV Cache优化、推理编译与计算图优化、量化压缩(INT4/INT8/FP16)、vLLM/SGLang/TensorRT-LLM、PagedAttention、投机采样、稀疏推理,硕士,经验不限,CUDA、GPU算子、KV Cache、vLLM、SGLang、TensorRT-LLM、量化压缩、推理编译、PagedAttention,招聘信息整理.xlsx,1-4,17,2026-08-13,300033.SZ,技能要求：C++/CUDA、GPU算子开发、KV Cache优化、推理编译与计算图优化、量化压缩(INT4/INT8/FP16)、vLLM/SGLang/TensorRT-LLM、PagedAttention、投机采样、稀疏推理 学历要求：硕士 经验要求：经验不限 AI相关技术栈要求：CUDA、GPU算子、KV Cache、vLLM、SGLang、TensorRT-LLM、量化压缩、推理编译、PagedAttention,JOB_0015,,,2026-08-13,user_recruitment_workbook,300033.SZ|大模型推理加速专家|北京|技能要求：C++/CUDA、GPU算子开发、KV Cache优化、推理编译与计算图优化、量化压缩(INT4/INT8/FP16)、vLLM/SGLang/TensorRT-LLM、PagedAttention、投机采样、稀疏推理 学历要求：硕士 经验要求：经验不限 AI相关技术栈要求：CUDA、GPU算子、KV Cache、vLLM、SGLang、TensorRT-LLM、量化压缩、推理编译、PagedAttention,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,C++开发专家,35-50K·15薪,杭州,C++、分布式、微服务、服务端架构设计、性能分析及调优,本科,经验不限,无,招聘信息整理.xlsx,1-4,18,2026-08-13,300033.SZ,技能要求：C++、分布式、微服务、服务端架构设计、性能分析及调优 学历要求：本科 经验要求：经验不限 AI相关技术栈要求：无,JOB_0016,,,2026-08-13,user_recruitment_workbook,300033.SZ|c++开发专家|杭州|技能要求：C++、分布式、微服务、服务端架构设计、性能分析及调优 学历要求：本科 经验要求：经验不限 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,数据录入,5-7K·14薪,杭州,SQL、办公自动化、金融知识、证券从业资格,本科,经验不限,无,招聘信息整理.xlsx,1-4,19,2026-08-13,300033.SZ,技能要求：SQL、办公自动化、金融知识、证券从业资格 学历要求：本科 经验要求：经验不限 AI相关技术栈要求：无,JOB_0017,,,2026-08-13,user_recruitment_workbook,300033.SZ|数据录入|杭州|技能要求：SQL、办公自动化、金融知识、证券从业资格 学历要求：本科 经验要求：经验不限 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,AI agent开发（base总部）,30-60K·15薪,上海,Java、C++、vibecoding、AI项目经验、后端架构设计,硕士,3-5年,AI应用开发、Agent开发、vibecoding,招聘信息整理.xlsx,1-4,20,2026-08-13,300033.SZ,技能要求：Java、C++、vibecoding、AI项目经验、后端架构设计 学历要求：硕士 经验要求：3-5年 AI相关技术栈要求：AI应用开发、Agent开发、vibecoding,JOB_0018,,,2026-08-13,user_recruitment_workbook,300033.SZ|ai agent开发（base总部）|上海|技能要求：Java、C++、vibecoding、AI项目经验、后端架构设计 学历要求：硕士 经验要求：3-5年 AI相关技术栈要求：AI应用开发、Agent开发、vibecoding,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,大模型算法工程师（大模型Agent方向）,面议,杭州,LLM、Agent（任务规划、工具调用、记忆管理、RAG）、SFT、RLHF、LangChain、AutoGPT、Python/PyTorch,硕士,2026届,LLM、Agent（任务规划、工具调用、记忆管理、RAG/检索增强）、SFT、RLHF、LangChain、AutoGPT,招聘信息整理.xlsx,1-4,21,2026-08-13,300033.SZ,技能要求：LLM、Agent（任务规划、工具调用、记忆管理、RAG）、SFT、RLHF、LangChain、AutoGPT、Python/PyTorch 学历要求：硕士 经验要求：2026届 AI相关技术栈要求：LLM、Agent（任务规划、工具调用、记忆管理、RAG/检索增强）、SFT、RLHF、LangChain、AutoGPT,JOB_0019,,,2026-08-13,user_recruitment_workbook,300033.SZ|大模型算法工程师（大模型agent方向）|杭州|技能要求：LLM、Agent（任务规划、工具调用、记忆管理、RAG）、SFT、RLHF、LangChain、AutoGPT、Python/PyTorch 学历要求：硕士 经验要求：2026届 AI相关技术栈要求：LLM、Agent（任务规划、工具调用、记忆管理、RAG/检索增强）、SFT、RLHF、LangChain、AutoGPT,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,实习算法工程师【博士专项】,500-600元/天,杭州,Python/C++/Go、大模型、量化投资、科研型思维,博士,5天/周，3个月,大模型（预训练微调、指令优化、RLHF/DPO、Agent框架、知识增强大模型）、量化因子自动生成,招聘信息整理.xlsx,1-4,22,2026-08-13,300033.SZ,技能要求：Python/C++/Go、大模型、量化投资、科研型思维 学历要求：博士 经验要求：5天/周，3个月 AI相关技术栈要求：大模型（预训练微调、指令优化、RLHF/DPO、Agent框架、知识增强大模型）、量化因子自动生成,JOB_0020,,,2026-08-13,user_recruitment_workbook,300033.SZ|实习算法工程师【博士专项】|杭州|技能要求：Python/C++/Go、大模型、量化投资、科研型思维 学历要求：博士 经验要求：5天/周，3个月 AI相关技术栈要求：大模型（预训练微调、指令优化、RLHF/DPO、Agent框架、知识增强大模型）、量化因子自动生成,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,推广推荐算法工程师,面议,杭州,推荐算法、深度学习、大模型、DeepFM/DIN/SIM/MMOE、LLM、SFT、RLHF/DPO、vLLM,本科,2026届,推荐算法（DeepFM/DIN/SIM/MMOE）、大模型（LLM）、SFT、RLHF/DPO、vLLM、AIGC,招聘信息整理.xlsx,1-4,23,2026-08-13,300033.SZ,技能要求：推荐算法、深度学习、大模型、DeepFM/DIN/SIM/MMOE、LLM、SFT、RLHF/DPO、vLLM 学历要求：本科 经验要求：2026届 AI相关技术栈要求：推荐算法（DeepFM/DIN/SIM/MMOE）、大模型（LLM）、SFT、RLHF/DPO、vLLM、AIGC,JOB_0021,,,2026-08-13,user_recruitment_workbook,300033.SZ|推广推荐算法工程师|杭州|技能要求：推荐算法、深度学习、大模型、DeepFM/DIN/SIM/MMOE、LLM、SFT、RLHF/DPO、vLLM 学历要求：本科 经验要求：2026届 AI相关技术栈要求：推荐算法（DeepFM/DIN/SIM/MMOE）、大模型（LLM）、SFT、RLHF/DPO、vLLM、AIGC,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,量化研究员,面议,杭州,深度学习、机器学习、大模型（LLMs/Multi-Modal Models/Agentic Systems）、金融数据建模,本科,经验不限,深度学习、机器学习、大模型（LLMs/Multi-Modal Models/Agentic Systems）、投资逻辑提取、因子发现、策略生成,招聘信息整理.xlsx,1-4,24,2026-08-13,300033.SZ,技能要求：深度学习、机器学习、大模型（LLMs/Multi-Modal Models/Agentic Systems）、金融数据建模 学历要求：本科 经验要求：经验不限 AI相关技术栈要求：深度学习、机器学习、大模型（LLMs/Multi-Modal Models/Agentic Systems）、投资逻辑提取、因子发现、策略生成,JOB_0022,,,2026-08-13,user_recruitment_workbook,300033.SZ|量化研究员|杭州|技能要求：深度学习、机器学习、大模型（LLMs/Multi-Modal Models/Agentic Systems）、金融数据建模 学历要求：本科 经验要求：经验不限 AI相关技术栈要求：深度学习、机器学习、大模型（LLMs/Multi-Modal Models/Agentic Systems）、投资逻辑提取、因子发现、策略生成,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,多模态算法工程师,面议,杭州,多模态大模型、Agent（Browser/Computer Use）、SFT、偏好优化/RL、RAG、Python/PyTorch、LayoutLM,本科,2026届,多模态大模型、Agent（Browser/Computer Use）、SFT、RLHF、RAG检索增强、LayoutLM,招聘信息整理.xlsx,1-4,25,2026-08-13,300033.SZ,技能要求：多模态大模型、Agent（Browser/Computer Use）、SFT、偏好优化/RL、RAG、Python/PyTorch、LayoutLM 学历要求：本科 经验要求：2026届 AI相关技术栈要求：多模态大模型、Agent（Browser/Computer Use）、SFT、RLHF、RAG检索增强、LayoutLM,JOB_0023,,,2026-08-13,user_recruitment_workbook,300033.SZ|多模态算法工程师|杭州|技能要求：多模态大模型、Agent（Browser/Computer Use）、SFT、偏好优化/RL、RAG、Python/PyTorch、LayoutLM 学历要求：本科 经验要求：2026届 AI相关技术栈要求：多模态大模型、Agent（Browser/Computer Use）、SFT、RLHF、RAG检索增强、LayoutLM,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,数据分析,15-20K·15薪,杭州,SQL、数据分析、数据处理、统计学基础,硕士,1-3年,无,招聘信息整理.xlsx,1-4,26,2026-08-13,300033.SZ,技能要求：SQL、数据分析、数据处理、统计学基础 学历要求：硕士 经验要求：1-3年 AI相关技术栈要求：无,JOB_0024,,,2026-08-13,user_recruitment_workbook,300033.SZ|数据分析|杭州|技能要求：SQL、数据分析、数据处理、统计学基础 学历要求：硕士 经验要求：1-3年 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,测试开发工程师,12-16K·15薪,杭州,测试开发、自动化测试、测试框架、编程能力,本科,1-3年,无,招聘信息整理.xlsx,1-4,27,2026-08-13,300033.SZ,技能要求：测试开发、自动化测试、测试框架、编程能力 学历要求：本科 经验要求：1-3年 AI相关技术栈要求：无,JOB_0025,,,2026-08-13,user_recruitment_workbook,300033.SZ|测试开发工程师|杭州|技能要求：测试开发、自动化测试、测试框架、编程能力 学历要求：本科 经验要求：1-3年 AI相关技术栈要求：无,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,技术负责人（AIGC出海业务技术）,50-70K·15薪,杭州,AIGC技术、出海业务架构设计、技术管理、团队搭建,本科,10年以上,AIGC相关技术（视频图像生成、内容生成等）,招聘信息整理.xlsx,1-4,28,2026-08-13,300033.SZ,技能要求：AIGC技术、出海业务架构设计、技术管理、团队搭建 学历要求：本科 经验要求：10年以上 AI相关技术栈要求：AIGC相关技术（视频图像生成、内容生成等）,JOB_0026,,,2026-08-13,user_recruitment_workbook,300033.SZ|技术负责人（aigc出海业务技术）|杭州|技能要求：AIGC技术、出海业务架构设计、技术管理、团队搭建 学历要求：本科 经验要求：10年以上 AI相关技术栈要求：AIGC相关技术（视频图像生成、内容生成等）,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
同花顺,BOSS直聘,AIME人才计划算法工程师,50-80K,杭州,大语言模型（基座/Agent/对话/搜/推/推理优化）、AIGC（视频图像生成/代码生成/图形学/虚拟人）、语音（识别/合成）、机器人、脑机接口、Python、TensorFlow、PyTorch、Transformer、数据处理与分析,博士,经验不限,大模型（LLM）、AIGC、Agent、NLP、PyTorch/TensorFlow、Transformer,招聘信息整理.xlsx,1-4,29,2026-08-13,300033.SZ,技能要求：大语言模型（基座/Agent/对话/搜/推/推理优化）、AIGC（视频图像生成/代码生成/图形学/虚拟人）、语音（识别/合成）、机器人、脑机接口、Python、TensorFlow、PyTorch、Transformer、数据处理与分析 学历要求：博士 经验要求：经验不限 AI相关技术栈要求：大模型（LLM）、AIGC、Agent、NLP、PyTorch/TensorFlow、Transformer,JOB_0027,,,2026-08-13,user_recruitment_workbook,300033.SZ|aime人才计划算法工程师|杭州|技能要求：大语言模型（基座/Agent/对话/搜/推/推理优化）、AIGC（视频图像生成/代码生成/图形学/虚拟人）、语音（识别/合成）、机器人、脑机接口、Python、TensorFlow、PyTorch、Transformer、数据处理与分析 学历要求：博士 经验要求：经验不限 AI相关技术栈要求：大模型（LLM）、AIGC、Agent、NLP、PyTorch/TensorFlow、Transformer,False,Whitespace normalized; duplicates removed by company/title/location/description-prefix key. Company code is mapped only from final_sample_pool.csv.
