job_id,prompt_version,run_id,model_id,started_at,finished_at,raw_model_output,parsed_json_path
JOB_0154,P3,R1,deepseek-v4-flash,2026-08-13T15:24:58.981066+00:00,2026-08-13T15:25:02.004423+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""高端大客户商务洽谈与招投标能力"", ""SaaS软件"", ""数据业务产品销售"", ""金融行业消保、风控相关业务知识""],
  ""soft_skills"": [""诚实守信"", ""市场开拓能力"", ""抗压能力"", ""良好的职业素养""],
  ""education"": ""本科及以上"",
  ""experience"": ""3年以上软件行业销售经验"",
  ""ai_tech_stack"": [""AI"", ""NLP"", ""大数据"", ""风控"", ""企业舆情"", ""大模型应用""],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""硬技能：具备高端大客户商务洽谈与招投标能力；熟悉 SaaS 软件、数据业务产品销售；掌握金融行业消保、风控相关业务知识"",
    ""soft_skills"": ""软技能：诚实守信，具备市场开拓能力与抗压能力；具备良好的职业素养"",
    ""education"": ""学历要求：本科及以上"",
    ""experience"": ""经验要求：3 年以上软件行业销售经验"",
    ""ai_tech_stack"": ""AI相关技术栈要求：了解 AI、NLP、大数据、风控及企业舆情在金融行业的应用场景；了解大模型应用等科技发展状况""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0154.json
JOB_0244,P3,R1,deepseek-v4-flash,2026-08-13T15:24:59.196781+00:00,2026-08-13T15:25:02.623444+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""商业智能解决方案"", ""数据仓库"", ""大数据"", ""数据治理"", ""数据分析"", ""风险管理"", ""银行行业计算机应用系统""],
  ""soft_skills"": [""沟通协调能力"", ""商务拓展能力"", ""客户关系维护能力"", ""需求分析与解决方案提供能力""],
  ""education"": ""大专及以上"",
  ""experience"": ""有金融行业背景，具备相关销售/售前支持相关经验优先"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""硬技能：具备商业智能解决方案知识，熟悉数据仓库、大数据、数据治理、数据分析、风险管理等领域知识，了解银行行业计算机应用系统"",
    ""soft_skills"": ""软技能：良好的沟通协调能力，独立的商务拓展能力，客户关系维护能力，需求分析与解决方案提供能力"",
    ""education"": ""学历要求：大专及以上"",
    ""experience"": ""经验要求：有金融行业背景，具备相关销售/售前支持相关经验优先"",
    ""ai_tech_stack"": ""AI相关技术栈要求：""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0244.json
JOB_0245,P3,R1,deepseek-v4-flash,2026-08-13T15:25:01.761466+00:00,2026-08-13T15:25:04.390728+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""银行业及计算机应用系统"", ""银行软件产品销售"", ""高附加值服务解决方案""],
  ""soft_skills"": [""人际沟通能力"", ""商务拓展能力"", ""快速学习能力"", ""产品展示与表达能力"", ""客户关系维护与人脉拓展能力""],
  ""education"": ""大专及以上"",
  ""experience"": ""具备银行软件产品销售工作经验，有系统销售、模型或咨询项目销售经验优先"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""硬技能：了解银行业及计算机应用系统，具备银行软件产品销售能力，能提供高附加值服务解决方案"",
    ""soft_skills"": ""软技能：良好的人际沟通能力，独立的商务拓展能力，快速学习能力，产品展示与表达能力，客户关系维护与人脉拓展能力"",
    ""education"": ""学历要求：大专及以上"",
    ""experience"": ""经验要求：具备银行软件产品销售工作经验，有系统销售、模型或咨询项目销售经验优先"",
    ""ai_tech_stack"": ""AI相关技术栈要求：""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0245.json
JOB_0197,P3,R1,deepseek-v4-flash,2026-08-13T15:25:02.008514+00:00,2026-08-13T15:25:05.516628+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""AXURE"", ""原型工具"", ""指标验证工具""],
  ""soft_skills"": [""逻辑思维能力"", ""分析能力"", ""业务理解能力"", ""学习能力"", ""文档撰写能力"", ""抗压能力"", ""责任感"", ""主动好学"", ""性格开朗"", ""沟通协调能力"", ""团队协作能力""],
  ""education"": ""全日制本科或研究生以上学历，2027届计算机、金融或财务相关专业毕业生"",
  ""experience"": null,
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""使用AXURE等原型工具绘制界面原型或使用相关工具对系统的指标或模型进行验证"",
    ""soft_skills"": ""有较强的逻辑思维能力，分析能力，了解金融及经济学理论知识，热爱金融行业；具备较强的业务理解和学习能力，能快速学习新业务，文档撰写能力较好；工作抗压能力强，能适应中短期出差。性格特征：责任感强，主动好学，性格开朗，有良好沟通协调能力，有良好的团队协作能力。"",
    ""education"": ""全日制本科或研究生以上学历，2027届计算机、金融或财务相关专业毕业生"",
    ""experience"": null,
    ""ai_tech_stack"": ""AI相关技术栈要求：""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0197.json
JOB_0199,P3,R1,deepseek-v4-flash,2026-08-13T15:25:02.628351+00:00,2026-08-13T15:25:05.716650+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""SQL"", ""ORACLE数据库""],
  ""soft_skills"": [],
  ""education"": ""全日制本科及以上学历，2027届计算机应用、金融、财务相关专业毕业生"",
  ""experience"": ""了解软件测试理论和方法，以及软件测试流程"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""熟练掌握SQL语句，有ORACLE数据库经验者更优"",
    ""soft_skills"": null,
    ""education"": ""全日制本科及以上学历，2027届计算机应用、金融、财务相关专业毕业生"",
    ""experience"": ""了解软件测试理论和方法，以及软件测试流程"",
    ""ai_tech_stack"": null
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0199.json
JOB_0195,P3,R1,deepseek-v4-flash,2026-08-13T15:25:04.395165+00:00,2026-08-13T15:25:07.796401+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""AXURE"", ""原型工具"", ""指标验证工具""],
  ""soft_skills"": [""逻辑思维能力"", ""分析能力"", ""业务理解能力"", ""学习能力"", ""文档撰写能力"", ""抗压能力"", ""责任感"", ""主动好学"", ""性格开朗"", ""沟通协调能力"", ""团队协作能力""],
  ""education"": ""全日制本科或研究生以上学历，2027届计算机、金融或财务相关专业毕业生"",
  ""experience"": null,
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""使用AXURE等原型工具绘制界面原型或使用相关工具对系统的指标或模型进行验证"",
    ""soft_skills"": ""有较强的逻辑思维能力，分析能力，了解金融及经济学理论知识，热爱金融行业；具备较强的业务理解和学习能力，能快速学习新业务，文档撰写能力较好；工作抗压能力强，能适应中短期出差。性格特征：责任感强，主动好学，性格开朗，有良好沟通协调能力，有良好的团队协作能力。"",
    ""education"": ""全日制本科或研究生以上学历，2027届计算机、金融或财务相关专业毕业生"",
    ""experience"": null,
    ""ai_tech_stack"": ""AI相关技术栈要求：""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0195.json
JOB_0178,P3,R1,deepseek-v4-flash,2026-08-13T15:25:05.519871+00:00,2026-08-13T15:25:08.611322+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""Android APP 研发"", ""代码架构设计"", ""性能调优"", ""bug 修复"", ""跟踪新技术"", ""解决技术难点"", ""产品分析"", ""优化方案设计""],
  ""soft_skills"": [""独立开发能力"", ""问题解决能力"", ""主动解决问题的意识"", ""团队协作能力"", ""产品思维"", ""创新意识""],
  ""education"": ""全日制统招本科及以上学历"",
  ""experience"": ""3 年以上软件开发经验"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""技能要求：具备 Android APP 研发、代码架构设计、性能调优与 bug 修复能力；具备跟踪新技术、解决技术难点的能力；具备产品分析与优化方案设计能力。"",
    ""soft_skills"": ""具备独立开发与问题解决能力；具备主动解决问题的意识；具备良好的团队协作能力；具备产品思维与创新意识"",
    ""education"": ""学历要求：全日制统招本科及以上学历"",
    ""experience"": ""经验要求：3 年以上软件开发经验"",
    ""ai_tech_stack"": ""AI相关技术栈要求：""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0178.json
JOB_0180,P3,R1,deepseek-v4-flash,2026-08-13T15:25:05.720883+00:00,2026-08-13T15:25:08.825733+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""Word"", ""Axure""],
  ""soft_skills"": [""沟通能力"", ""团队合作意识"", ""分析与写作能力"", ""项目推进与跨部门协同能力""],
  ""education"": ""全日制本科或以上学历，金融、经济、电子商务、工商管理、国贸等专业"",
  ""experience"": ""一年以上相关工作经验，有互联网、金融行业经验更佳"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""熟练使用 Word、Axure 软件"",
    ""soft_skills"": ""具备较强的沟通能力与团队合作意识；具备良好的分析与写作能力；具备项目推进与跨部门协同能力"",
    ""education"": ""学历要求：全日制本科或以上学历，金融、经济、电子商务、工商管理、国贸等专业"",
    ""experience"": ""经验要求：一年以上相关工作经验，有互联网、金融行业经验更佳"",
    ""ai_tech_stack"": ""AI相关技术栈要求：""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0180.json
JOB_0176,P3,R1,deepseek-v4-flash,2026-08-13T15:25:07.800860+00:00,2026-08-13T15:25:10.927945+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""Java"", ""JavaScript"", ""C"", ""J2EE"", ""Tomcat"", ""JBOSS"", ""Weblogic"", ""Web Sphere""],
  ""soft_skills"": [""团队协作意识"", ""执行与跟进能力""],
  ""education"": ""统招 211 知名高校本科及以上学历，计算机软件相关专业"",
  ""experience"": ""一年以上大、中型 JAVA 项目开发经验"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""熟练掌握 Java、JavaScript、C 等语言及 J2EE 架构；熟悉 Tomcat、JBOSS、Weblogic、Web Sphere 主流应用服务器至少一种"",
    ""soft_skills"": ""具备团队协作意识；具备较强的执行与跟进能力"",
    ""education"": ""学历要求：统招 211 知名高校本科及以上学历，计算机软件相关专业"",
    ""experience"": ""经验要求：一年以上大、中型 JAVA 项目开发经验"",
    ""ai_tech_stack"": ""AI相关技术栈要求：""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0176.json
JOB_0212,P3,R1,deepseek-v4-flash,2026-08-13T15:25:08.828906+00:00,2026-08-13T15:25:12.264814+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""银行私域用户增长运营能力"", ""营销运营体系搭建能力"", ""线上营销工具使用能力"", ""营销活动策划与执行能力"", ""运营效果监测与分析能力"", ""业务指标体系建立能力"", ""数据分析与精细化运营能力""],
  ""soft_skills"": [""用户洞察能力"", ""增长思维"", ""策划与方案统筹能力"", ""执行力"", ""沟通能力"", ""抗压能力"", ""结果导向""],
  ""education"": ""本科及以上学历"",
  ""experience"": ""2年以上金融行业营销运营经验"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""硬技能：银行私域用户增长运营能力，营销运营体系搭建能力，线上营销工具使用能力，营销活动策划与执行能力，运营效果监测与分析能力，业务指标体系建立能力，数据分析与精细化运营能力"",
    ""soft_skills"": ""软技能：用户洞察能力，增长思维，策划与方案统筹能力，执行力，沟通能力，抗压能力，结果导向"",
    ""education"": ""学历要求：本科及以上学历，市场营销、媒体传播等相关专业毕业优先"",
    ""experience"": ""经验要求：2年以上金融行业营销运营经验，有金融产品运营及用户增长运营相关工作经验者优先"",
    ""ai_tech_stack"": ""AI相关技术栈要求：无明确要求""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0212.json
JOB_0205,P3,R1,deepseek-v4-flash,2026-08-13T15:25:08.615345+00:00,2026-08-13T15:25:12.326231+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""JAVA/J2EE"", ""SpringMVC"", ""SpringBoot"", ""VUE"", ""MySQL"", ""Oracle"", ""SQL"", ""git"", ""Linux"", ""redis"", ""SSM"", ""微服务"", ""DB2""],
  ""soft_skills"": [""逻辑思维能力"", ""问题解决能力"", ""沟通能力"", ""吃苦耐劳"", ""承压能力""],
  ""education"": ""全日制本科及以上学历，计算机或相关专业"",
  ""experience"": ""3-5年工作经验，5年以上实际java开发项目经验，有金融或银行项目实施经验优先"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""硬技能：JAVA/J2EE开发能力，SpringMVC、SpringBoot等JAVA框架使用能力，VUE等前端框架使用能力，MySQL/Oracle等数据库操作能力，SQL语言编写能力，git、Linux常用命令使用能力，redis缓存技术、SSM框架、微服务框架、DB2数据库掌握能力"",
    ""soft_skills"": ""软技能：逻辑思维能力，问题解决能力，沟通能力，吃苦耐劳，承压能力"",
    ""education"": ""学历要求：全日制本科及以上学历，计算机或相关专业"",
    ""experience"": ""经验要求：3-5年工作经验，5年以上实际java开发项目经验，有金融或银行项目实施经验优先"",
    ""ai_tech_stack"": ""AI相关技术栈要求：""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0205.json
JOB_0209,P3,R1,deepseek-v4-flash,2026-08-13T15:25:10.932299+00:00,2026-08-13T15:25:14.787674+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""新产品方向策划与确定能力"", ""信贷类软件产品研发组织与管理能力"", ""解决方案管理与市场推广能力"", ""售前项目管理能力"", ""团队培养与培训能力"", ""信贷业务需求设计能力""],
  ""soft_skills"": [""归纳提炼总结能力"", ""沟通能力"", ""方案与需求编制能力"", ""市场趋势洞察能力""],
  ""education"": ""国内985/211大学或者海外QS排名100以内的著名大学的经济学、金融学、统计学相关本科及以上学历"",
  ""experience"": ""6年以上金融it行业相关工作经验，熟悉银行、公司信贷业务、零售信贷业务、投行类业务、同业类业务等企业类授信相关的流程及管理制度"",
  ""ai_tech_stack"": [""AI+MCN"", ""AI行业研究"", ""AI相关标的筛选与投资价值评估""],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""硬技能：新产品方向策划与确定能力，信贷类软件产品研发组织与管理能力，解决方案管理与市场推广能力，售前项目管理能力，团队培养与培训能力，信贷业务需求设计能力"",
    ""soft_skills"": ""软技能：归纳提炼总结能力，沟通能力，方案与需求编制能力，市场趋势洞察能力"",
    ""education"": ""学历要求：国内985/211大学或者海外QS排名100以内的著名大学的经济学、金融学、统计学相关本科及以上学历"",
    ""experience"": ""经验要求：6年以上金融it行业相关工作经验，熟悉银行、公司信贷业务、零售信贷业务、投行类业务、同业类业务等企业类授信相关的流程及管理制度"",
    ""ai_tech_stack"": ""AI相关技术栈要求：聚焦 AI+MCN 领域，需开展 AI 行业研究、AI 相关标的筛选与投资价值评估""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0209.json
JOB_0171,P3,R1,deepseek-v4-flash,2026-08-13T15:25:12.268852+00:00,2026-08-13T15:25:14.833908+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""JavaScript"", ""ES5/ES6"", ""Vue"", ""Angular"", ""React"", ""Echarts"", ""前端工程化"", ""Git"", ""组件化开发""],
  ""soft_skills"": [""规范开发习惯"", ""需求理解顺畅"", ""团队协作意识强""],
  ""education"": ""本科"",
  ""experience"": ""3-5 年"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""技能要求：精通 JavaScript、ES5/ES6；熟练 Vue、Angular、React、Echarts；掌握前端工程化、Git、组件化开发。"",
    ""soft_skills"": ""规范开发习惯；需求理解顺畅；团队协作意识强"",
    ""education"": ""学历要求：本科"",
    ""experience"": ""经验要求：3-5 年"",
    ""ai_tech_stack"": ""AI相关技术栈要求：开发银行智能管理后台、数据可视化大屏，承载 AI 数据分析结果展示、智能金融业务交互页面开发""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0171.json
JOB_0173,P3,R1,deepseek-v4-flash,2026-08-13T15:25:12.327911+00:00,2026-08-13T15:25:16.269540+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""DCMM 数据治理成熟度评估体系"", ""数据标准"", ""数据字典"", ""元数据"", ""数据质量"", ""指标体系"", ""数据资产全流程治理"", ""数据血缘梳理"", ""数据资产目录搭建"", ""业务建模"", ""指标梳理"", ""数仓"", ""数据中台""],
  ""soft_skills"": [""客户调研访谈"", ""方案编写"", ""项目落地推进"", ""多方团队沟通协调"", ""闭环项目管理""],
  ""education"": ""本科及以上"",
  ""experience"": ""5-10 年；5 年以上数据治理咨询 / 实施全流程操盘经验；拥有能源集团客户落地案例优先"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""技能要求：掌握 DCMM 数据治理成熟度评估体系；精通数据标准、数据字典、元数据、数据质量、指标体系、数据资产全流程治理；熟悉数据血缘梳理、数据资产目录搭建；具备业务建模、指标梳理能力；能对接数仓、数据中台"",
    ""soft_skills"": ""客户调研访谈、方案编写、项目落地推进、多方团队沟通协调、闭环项目管理"",
    ""education"": ""学历要求：本科及以上"",
    ""experience"": ""经验要求：5-10 年；5 年以上数据治理咨询 / 实施全流程操盘经验；拥有能源集团客户落地案例优先"",
    ""ai_tech_stack"": ""AI相关技术栈要求：岗位未直接写明 AI 技术栈；岗位属于金融 AI 底层数据底座建设，工作产出为金融大模型、智能分析提供高质量治理后的数据，可适配金融数据智能清洗、指标智能识别等 AI 场景；需要理解数据如何支撑智能化数据分析应用""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0173.json
JOB_0175,P3,R1,deepseek-v4-flash,2026-08-13T15:25:14.792012+00:00,2026-08-13T15:25:17.863448+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""财务管理"", ""会计核算"", ""电力行业财务软件实施"", ""项目需求调研"", ""需求分析"", ""文档编写"", ""项目管理方法"", ""电力行业数据治理"", ""数据服务""],
  ""soft_skills"": [""客户沟通"", ""项目管控"", ""需求梳理"", ""驻场项目交付能力""],
  ""education"": ""本科，财务 / 会计类相关专业优先"",
  ""experience"": ""3-5 年，社保累计 3 年以上；具备电力行业经验、财务系统实施经验优先"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""技能要求：熟悉财务管理、会计核算业务流程；电力行业财务软件实施、项目需求调研、需求分析、文档编写；掌握项目管理方法；了解电力行业数据治理、数据服务工作；"",
    ""soft_skills"": ""客户沟通、项目管控、需求梳理、驻场项目交付能力"",
    ""education"": ""学历要求：本科，财务 / 会计类相关专业优先"",
    ""experience"": ""经验要求：3-5 年，社保累计 3 年以上；具备电力行业经验、财务系统实施经验优先"",
    ""ai_tech_stack"": ""AI相关技术栈要求：岗位 JD 无直接写明 AI 技术栈；负责电力行业财资数字化与数据治理，为企业财务智能分析、智能报表、业财 AI 风控提供数据基础，属于产业金融数字化 AI 应用支撑岗位""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0175.json
JOB_0129,P3,R1,deepseek-v4-flash,2026-08-13T15:25:14.837339+00:00,2026-08-13T15:25:18.395745+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""Java"", ""JVM原理"", ""IO"", ""多线程"", ""并发"", ""集合"", ""分布式"", ""缓存"", ""消息"", ""Spring"", ""Spring Cloud"", ""Hibernate"", ""Netty/Dubbo"", ""Tomcat"", ""Nginx"", ""Zookeeper"", ""MySQL"", ""Redis"", ""SQL索引优化"", ""查询优化"", ""存储过程优化"", ""TCP/IP协议"", ""HTTP协议"", ""RESTful规范"", ""API开发"", ""Maven"", ""Jenkins"", ""JUnit"", ""Html"", ""Javascript"", ""Css"", ""Angularjs""],
  ""soft_skills"": [],
  ""education"": ""本科"",
  ""experience"": ""5-10年"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""技能要求：3年以上Java开发工作经验，精通Java开发，了解JVM原理；熟悉IO、多线程和并发、集合等基础框架，熟悉分布式、缓存、消息等机制；熟悉Spring、Spring Cloud、Hibernate、Netty/Dubbo等Java开源框架，熟悉Tomcat、Nginx、Zookeeper等开源工具；熟悉MySQL、Redis常用DB/Cache数据库，熟悉SQL索引优化、查询优化和存储过程优化；熟悉TCP/IP协议，熟悉HTTP协议和RESTful规范，有API开发经验；有良好的开发习惯，熟悉Maven、Jenkins、JUnit；熟悉Html、Javascript、Css等前端开发技术，有Angularjs等前端框架开发经验优先"",
    ""soft_skills"": null,
    ""education"": ""学历要求：本科"",
    ""experience"": ""经验要求：5-10年"",
    ""ai_tech_stack"": ""AI相关技术栈要求：无""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0129.json
JOB_0135,P3,R1,deepseek-v4-flash,2026-08-13T15:25:16.273368+00:00,2026-08-13T15:25:20.521418+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""java"", ""JVM"", ""IO"", ""多线程"", ""并发"", ""集合"", ""分布式"", ""缓存"", ""消息"", ""Spring"", ""Spring Cloud"", ""Hibernate"", ""Netty/Dubbo"", ""Tomcat"", ""Nginx"", ""Zookeeper"", ""MySQL"", ""Redis"", ""SQL索引优化"", ""查询优化"", ""存储过程优化"", ""TCP/IP协议"", ""HTTP协议"", ""RESTful规范"", ""API开发"", ""Html"", ""JavaScript"", ""Css"", ""jQuery"", ""struts""],
  ""soft_skills"": [],
  ""education"": ""本科"",
  ""experience"": ""3-5年"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""技能要求：参与项目的功能模块编码、开发、测试；协助解决项目开发过程中的技术难题和编写日常开发文档和流程图；计算机科学或相关专业本科及以上学历；3年以上java开发工作经验，精通java开发，了解JVM原理；熟练使用IO、多线程和并发、集合功能，熟悉分布式、缓存、消息等机制；熟悉Spring、Spring Cloud、Hibernate、Netty/Dubbo开源框架，熟悉Tomcat、Nginx、Zookeeper等开源工具；熟悉MySQL、Redis常用DB/Cache数据库，熟悉SQL索引优化、查询优化和存储过程优化；熟悉TCP/IP协议，熟悉HTTP协议和RESTful规范，有API开发经验；熟悉Html、JavaScript、Css、jQuery等前端开发技术，有struts等前端框架开发经验优先"",
    ""soft_skills"": null,
    ""education"": ""学历要求：本科"",
    ""experience"": ""经验要求：3-5年"",
    ""ai_tech_stack"": ""AI相关技术栈要求：无""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0135.json
JOB_0140,P3,R1,deepseek-v4-flash,2026-08-13T15:25:17.867509+00:00,2026-08-13T15:25:20.785636+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""C++"", ""SQL"", ""Linux/Unix/Windows"", ""TCP/IP"", ""SQL Server"", ""DB2"", ""Oracle""],
  ""soft_skills"": [""交流沟通能力"", ""热爱编程"", ""有创造力""],
  ""education"": ""本科及以上"",
  ""experience"": ""4天/周 4个月"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""熟悉Linux/Unix/Windows操作和开发环境，熟悉TCP/IP协议相关知识，有C++开发和网络编程经验优先；熟悉SQL Server、DB2、Oracle数据库中至少一种，熟练掌握数据库SQL语言"",
    ""soft_skills"": ""热爱编程，有创造力，具备良好的交流沟通能力"",
    ""education"": ""本科及以上学历"",
    ""experience"": ""经验要求：4天/周 4个月"",
    ""ai_tech_stack"": ""AI相关技术栈要求：无""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0140.json
JOB_0005,P3,R1,deepseek-v4-flash,2026-08-13T15:25:18.400021+00:00,2026-08-13T15:25:21.341273+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""Java"", ""多线程"", ""Spring"", ""Springboot"", ""Dubbo"", ""Redis"", ""Zookeeper"", ""MQ"", ""Spring Cloud"", ""微服务"", ""架构设计"", ""分布式系统""],
  ""soft_skills"": [""沟通能力"", ""协调能力"", ""团队精神"", ""求知欲"", ""创造力"", ""责任感"", ""抗压能力""],
  ""education"": ""本科"",
  ""experience"": ""5-10年"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""硬技能：Java、多线程、Spring、Springboot、Dubbo、Redis、Zookeeper、MQ、Spring Cloud、微服务、架构设计、分布式系统"",
    ""soft_skills"": ""软技能：沟通能力、协调能力、团队精神、求知欲、创造力、责任感、抗压能力"",
    ""education"": ""学历要求：本科"",
    ""experience"": ""经验要求：5-10年"",
    ""ai_tech_stack"": ""AI相关技术栈要求：无""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0005.json
JOB_0009,P3,R1,deepseek-v4-flash,2026-08-13T15:25:20.525800+00:00,2026-08-13T15:25:23.494881+00:00,"{
  ""job_title"": null,
  ""salary_range"": null,
  ""work_location"": null,
  ""hard_skills"": [""C/C++"", ""C"", ""Linux"", ""全内存证券交易系统"", ""多线程/进程编程"", ""内存管理"", ""数据库""],
  ""soft_skills"": [""责任心"", ""沟通能力"", ""抗压能力"", ""系统分析和设计能力"", ""技术钻研能力""],
  ""education"": ""本科"",
  ""experience"": ""5-10年"",
  ""ai_tech_stack"": [],
  ""evidence"": {
    ""job_title"": null,
    ""salary_range"": null,
    ""work_location"": null,
    ""hard_skills"": ""硬技能：C/C++、C、Linux、全内存证券交易系统、多线程/进程编程、内存管理、数据库"",
    ""soft_skills"": ""软技能：责任心、沟通能力、抗压能力、系统分析和设计能力、技术钻研能力"",
    ""education"": ""学历要求：本科"",
    ""experience"": ""经验要求：5-10年"",
    ""ai_tech_stack"": ""AI相关技术栈要求：无""
  }
}",data/interim/llm_outputs/deepseek-v4-flash/P3/R1/JOB_0009.json
